JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460670.35620,10.3486,0.0792,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.7198|CMAGINS=18.2372|CREFMAG=9.8660|CREFERR=0.0079|KMAGINS=19.9915|KREFMAG=11.5530|KREFERR=0.0142|COMMENT = AVERAGED,0,1.335,Z,18.2372,19.9915,,NSV 14311,AAVSO,STD,,,,
2460670.35661,10.0842,0.0599,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.8636|CMAGINS=18.9784|CREFMAG=11.1990|CREFERR=0.0112|KMAGINS=20.6757|KREFMAG=12.9430|KREFERR=0.0200|COMMENT = AVERAGED,0,1.337,Z,18.9784,20.6757,,NSV 14311,AAVSO,STD,,,,
2460670.35702,10.2441,0.0886,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6486|CMAGINS=18.2704|CREFMAG=9.8660|CREFERR=0.0080|KMAGINS=20.0133|KREFMAG=11.5530|KREFERR=0.0143|COMMENT = AVERAGED,0,1.339,Z,18.2704,20.0133,,NSV 14311,AAVSO,STD,,,,
2460670.35743,10.1700,0.0605,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9598|CMAGINS=18.9888|CREFMAG=11.1990|CREFERR=0.0113|KMAGINS=20.6564|KREFMAG=12.9430|KREFERR=0.0199|COMMENT = AVERAGED,0,1.341,Z,18.9888,20.6564,,NSV 14311,AAVSO,STD,,,,
2460670.35784,10.1603,0.0821,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5531|CMAGINS=18.2589|CREFMAG=9.8660|CREFERR=0.0080|KMAGINS=20.0012|KREFMAG=11.5530|KREFERR=0.0142|COMMENT = AVERAGED,0,1.343,Z,18.2589,20.0012,,NSV 14311,AAVSO,STD,,,,
2460670.35865,10.1696,0.0900,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5902|CMAGINS=18.2866|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=19.9802|KREFMAG=11.5530|KREFERR=0.0142|COMMENT = AVERAGED,0,1.348,Z,18.2866,19.9802,,NSV 14311,AAVSO,STD,,,,
2460670.35906,10.1169,0.0740,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.8930|CMAGINS=18.9751|CREFMAG=11.1990|CREFERR=0.0112|KMAGINS=20.6707|KREFMAG=12.9430|KREFERR=0.0198|COMMENT = AVERAGED,0,1.350,Z,18.9751,20.6707,,NSV 14311,AAVSO,STD,,,,
2460670.35948,10.1965,0.0827,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6152|CMAGINS=18.2846|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=19.9759|KREFMAG=11.5530|KREFERR=0.0141|COMMENT = AVERAGED,0,1.352,Z,18.2846,19.9759,,NSV 14311,AAVSO,STD,,,,
2460670.35988,10.1771,0.0838,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9679|CMAGINS=18.9897|CREFMAG=11.1990|CREFERR=0.0113|KMAGINS=20.6838|KREFMAG=12.9430|KREFERR=0.0200|COMMENT = AVERAGED,0,1.354,Z,18.9897,20.6838,,NSV 14311,AAVSO,STD,,,,
2460670.36029,10.2667,0.0814,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6839|CMAGINS=18.2832|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0243|KREFMAG=11.5530|KREFERR=0.0144|COMMENT = AVERAGED,0,1.356,Z,18.2832,20.0243,,NSV 14311,AAVSO,STD,,,,
2460670.36070,10.0659,0.0655,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.8579|CMAGINS=18.9910|CREFMAG=11.1990|CREFERR=0.0112|KMAGINS=20.6504|KREFMAG=12.9430|KREFERR=0.0197|COMMENT = AVERAGED,0,1.358,Z,18.9910,20.6504,,NSV 14311,AAVSO,STD,,,,
2460670.36111,10.1992,0.0804,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6255|CMAGINS=18.2924|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0237|KREFMAG=11.5530|KREFERR=0.0144|COMMENT = AVERAGED,0,1.361,Z,18.2924,20.0237,,NSV 14311,AAVSO,STD,,,,
2460670.36153,10.1437,0.0740,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9332|CMAGINS=18.9885|CREFMAG=11.1990|CREFERR=0.0113|KMAGINS=20.6838|KREFMAG=12.9430|KREFERR=0.0200|COMMENT = AVERAGED,0,1.363,Z,18.9885,20.6838,,NSV 14311,AAVSO,STD,,,,
2460670.36194,10.2662,0.0883,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6875|CMAGINS=18.2873|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0339|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.365,Z,18.2873,20.0339,,NSV 14311,AAVSO,STD,,,,
2460670.36235,10.2250,0.0801,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9973|CMAGINS=18.9713|CREFMAG=11.1990|CREFERR=0.0112|KMAGINS=20.6878|KREFMAG=12.9430|KREFERR=0.0203|COMMENT = AVERAGED,0,1.367,Z,18.9713,20.6878,,NSV 14311,AAVSO,STD,,,,
2460670.36276,10.2934,0.1035,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6973|CMAGINS=18.2699|CREFMAG=9.8660|CREFERR=0.0080|KMAGINS=20.0040|KREFMAG=11.5530|KREFERR=0.0143|COMMENT = AVERAGED,0,1.370,Z,18.2699,20.0040,,NSV 14311,AAVSO,STD,,,,
2460670.36318,10.2461,0.0697,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0213|CMAGINS=18.9743|CREFMAG=11.1990|CREFERR=0.0112|KMAGINS=20.6792|KREFMAG=12.9430|KREFERR=0.0201|COMMENT = AVERAGED,0,1.372,Z,18.9743,20.6792,,NSV 14311,AAVSO,STD,,,,
2460670.36359,10.2228,0.0635,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6124|CMAGINS=18.2556|CREFMAG=9.8660|CREFERR=0.0080|KMAGINS=20.0188|KREFMAG=11.5530|KREFERR=0.0143|COMMENT = AVERAGED,0,1.374,Z,18.2556,20.0188,,NSV 14311,AAVSO,STD,,,,
2460670.36399,10.2115,0.0741,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0029|CMAGINS=18.9904|CREFMAG=11.1990|CREFERR=0.0113|KMAGINS=20.6357|KREFMAG=12.9430|KREFERR=0.0196|COMMENT = AVERAGED,0,1.376,Z,18.9904,20.6357,,NSV 14311,AAVSO,STD,,,,
2460670.36440,10.1765,0.0855,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5744|CMAGINS=18.2639|CREFMAG=9.8660|CREFERR=0.0080|KMAGINS=20.0239|KREFMAG=11.5530|KREFERR=0.0143|COMMENT = AVERAGED,0,1.379,Z,18.2639,20.0239,,NSV 14311,AAVSO,STD,,,,
2460670.36481,10.2237,0.0619,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0126|CMAGINS=18.9879|CREFMAG=11.1990|CREFERR=0.0113|KMAGINS=20.6761|KREFMAG=12.9430|KREFERR=0.0200|COMMENT = AVERAGED,0,1.381,Z,18.9879,20.6761,,NSV 14311,AAVSO,STD,,,,
2460670.36522,10.3025,0.0869,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6878|CMAGINS=18.2513|CREFMAG=9.8660|CREFERR=0.0080|KMAGINS=20.0368|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.383,Z,18.2513,20.0368,,NSV 14311,AAVSO,STD,,,,
2460670.36604,10.1817,0.0695,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6011|CMAGINS=18.2854|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0214|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.388,Z,18.2854,20.0214,,NSV 14311,AAVSO,STD,,,,
2460670.36686,10.2231,0.0763,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6115|CMAGINS=18.2544|CREFMAG=9.8660|CREFERR=0.0080|KMAGINS=20.0243|KREFMAG=11.5530|KREFERR=0.0144|COMMENT = AVERAGED,0,1.393,Z,18.2544,20.0243,,NSV 14311,AAVSO,STD,,,,
2460670.36770,10.0667,0.0647,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.4726|CMAGINS=18.2719|CREFMAG=9.8660|CREFERR=0.0080|KMAGINS=20.0206|KREFMAG=11.5530|KREFERR=0.0144|COMMENT = AVERAGED,0,1.398,Z,18.2719,20.0206,,NSV 14311,AAVSO,STD,,,,
2460670.36853,10.1098,0.0639,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5099|CMAGINS=18.2662|CREFMAG=9.8660|CREFERR=0.0080|KMAGINS=19.9999|KREFMAG=11.5530|KREFERR=0.0143|COMMENT = AVERAGED,0,1.402,Z,18.2662,19.9999,,NSV 14311,AAVSO,STD,,,,
2460670.36893,10.3736,0.0723,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.1874|CMAGINS=19.0129|CREFMAG=11.1990|CREFERR=0.0114|KMAGINS=20.6640|KREFMAG=12.9430|KREFERR=0.0200|COMMENT = AVERAGED,0,1.405,Z,19.0129,20.6640,,NSV 14311,AAVSO,STD,,,,
2460670.36935,10.1591,0.0645,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5797|CMAGINS=18.2866|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0120|KREFMAG=11.5530|KREFERR=0.0143|COMMENT = AVERAGED,0,1.407,Z,18.2866,20.0120,,NSV 14311,AAVSO,STD,,,,
2460670.36976,10.0568,0.0669,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.8489|CMAGINS=18.9911|CREFMAG=11.1990|CREFERR=0.0113|KMAGINS=20.7027|KREFMAG=12.9430|KREFERR=0.0206|COMMENT = AVERAGED,0,1.410,Z,18.9911,20.7027,,NSV 14311,AAVSO,STD,,,,
2460670.37017,10.1814,0.0642,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5964|CMAGINS=18.2810|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=19.9884|KREFMAG=11.5530|KREFERR=0.0142|COMMENT = AVERAGED,0,1.412,Z,18.2810,19.9884,,NSV 14311,AAVSO,STD,,,,
2460670.37058,10.1071,0.0501,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9228|CMAGINS=19.0147|CREFMAG=11.1990|CREFERR=0.0114|KMAGINS=20.6812|KREFMAG=12.9430|KREFERR=0.0201|COMMENT = AVERAGED,0,1.415,Z,19.0147,20.6812,,NSV 14311,AAVSO,STD,,,,
2460670.37098,10.2264,0.0820,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6052|CMAGINS=18.2448|CREFMAG=9.8660|CREFERR=0.0079|KMAGINS=20.0216|KREFMAG=11.5530|KREFERR=0.0142|COMMENT = AVERAGED,0,1.417,Z,18.2448,20.0216,,NSV 14311,AAVSO,STD,,,,
2460670.37140,10.0673,0.0669,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.8698|CMAGINS=19.0015|CREFMAG=11.1990|CREFERR=0.0113|KMAGINS=20.6984|KREFMAG=12.9430|KREFERR=0.0203|COMMENT = AVERAGED,0,1.420,Z,19.0015,20.6984,,NSV 14311,AAVSO,STD,,,,
2460670.37181,10.1235,0.0629,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5297|CMAGINS=18.2723|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0586|KREFMAG=11.5530|KREFERR=0.0146|COMMENT = AVERAGED,0,1.422,Z,18.2723,20.0586,,NSV 14311,AAVSO,STD,,,,
2460670.37222,10.2896,0.0814,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0804|CMAGINS=18.9898|CREFMAG=11.1990|CREFERR=0.0113|KMAGINS=20.7007|KREFMAG=12.9430|KREFERR=0.0204|COMMENT = AVERAGED,0,1.425,Z,18.9898,20.7007,,NSV 14311,AAVSO,STD,,,,
2460670.37263,10.2392,0.0928,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6569|CMAGINS=18.2836|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0043|KREFMAG=11.5530|KREFERR=0.0144|COMMENT = AVERAGED,0,1.427,Z,18.2836,20.0043,,NSV 14311,AAVSO,STD,,,,
2460670.37304,10.2002,0.0728,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0147|CMAGINS=19.0135|CREFMAG=11.1990|CREFERR=0.0114|KMAGINS=20.6744|KREFMAG=12.9430|KREFERR=0.0201|COMMENT = AVERAGED,0,1.430,Z,19.0135,20.6744,,NSV 14311,AAVSO,STD,,,,
2460670.37345,10.0413,0.0715,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.4646|CMAGINS=18.2894|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0060|KREFMAG=11.5530|KREFERR=0.0143|COMMENT = AVERAGED,0,1.432,Z,18.2894,20.0060,,NSV 14311,AAVSO,STD,,,,
2460670.37387,10.2365,0.0620,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0212|CMAGINS=18.9837|CREFMAG=11.1990|CREFERR=0.0112|KMAGINS=20.6818|KREFMAG=12.9430|KREFERR=0.0202|COMMENT = AVERAGED,0,1.435,Z,18.9837,20.6818,,NSV 14311,AAVSO,STD,,,,
2460670.37428,10.2860,0.0860,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.7125|CMAGINS=18.2925|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0220|KREFMAG=11.5530|KREFERR=0.0144|COMMENT = AVERAGED,0,1.438,Z,18.2925,20.0220,,NSV 14311,AAVSO,STD,,,,
2460670.37469,10.2413,0.0814,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0489|CMAGINS=19.0066|CREFMAG=11.1990|CREFERR=0.0113|KMAGINS=20.7100|KREFMAG=12.9430|KREFERR=0.0203|COMMENT = AVERAGED,0,1.440,Z,19.0066,20.7100,,NSV 14311,AAVSO,STD,,,,
2460670.37510,10.1599,0.0795,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6015|CMAGINS=18.3076|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0362|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.443,Z,18.3076,20.0362,,NSV 14311,AAVSO,STD,,,,
2460670.37551,10.1556,0.0803,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9881|CMAGINS=19.0315|CREFMAG=11.1990|CREFERR=0.0115|KMAGINS=20.6758|KREFMAG=12.9430|KREFERR=0.0201|COMMENT = AVERAGED,0,1.445,Z,19.0315,20.6758,,NSV 14311,AAVSO,STD,,,,
2460670.37592,10.1899,0.0769,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6192|CMAGINS=18.2953|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0377|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.448,Z,18.2953,20.0377,,NSV 14311,AAVSO,STD,,,,
2460670.37633,10.0235,0.0834,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.8407|CMAGINS=19.0162|CREFMAG=11.1990|CREFERR=0.0114|KMAGINS=20.7204|KREFMAG=12.9430|KREFERR=0.0206|COMMENT = AVERAGED,0,1.451,Z,19.0162,20.7204,,NSV 14311,AAVSO,STD,,,,
2460670.37674,10.2133,0.0938,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6441|CMAGINS=18.2968|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0316|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.453,Z,18.2968,20.0316,,NSV 14311,AAVSO,STD,,,,
2460670.37715,10.0404,0.0783,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.8542|CMAGINS=19.0129|CREFMAG=11.1990|CREFERR=0.0114|KMAGINS=20.7114|KREFMAG=12.9430|KREFERR=0.0202|COMMENT = AVERAGED,0,1.456,Z,19.0129,20.7114,,NSV 14311,AAVSO,STD,,,,
2460670.37757,10.3955,0.1406,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.8366|CMAGINS=18.3071|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0322|KREFMAG=11.5530|KREFERR=0.0144|COMMENT = AVERAGED,0,1.459,Z,18.3071,20.0322,,NSV 14311,AAVSO,STD,,,,
2460670.37798,10.0785,0.0718,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9252|CMAGINS=19.0457|CREFMAG=11.1990|CREFERR=0.0116|KMAGINS=20.6948|KREFMAG=12.9430|KREFERR=0.0203|COMMENT = AVERAGED,0,1.461,Z,19.0457,20.6948,,NSV 14311,AAVSO,STD,,,,
2460670.37839,10.2179,0.1091,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6688|CMAGINS=18.3169|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0452|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.464,Z,18.3169,20.0452,,NSV 14311,AAVSO,STD,,,,
2460670.37879,10.1619,0.0713,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9762|CMAGINS=19.0133|CREFMAG=11.1990|CREFERR=0.0114|KMAGINS=20.7394|KREFMAG=12.9430|KREFERR=0.0206|COMMENT = AVERAGED,0,1.467,Z,19.0133,20.7394,,NSV 14311,AAVSO,STD,,,,
2460670.37920,10.2396,0.0879,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6755|CMAGINS=18.3019|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0328|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.469,Z,18.3019,20.0328,,NSV 14311,AAVSO,STD,,,,
2460670.37961,10.3342,0.0949,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.1623|CMAGINS=19.0272|CREFMAG=11.1990|CREFERR=0.0115|KMAGINS=20.7255|KREFMAG=12.9430|KREFERR=0.0206|COMMENT = AVERAGED,0,1.472,Z,19.0272,20.7255,,NSV 14311,AAVSO,STD,,,,
2460670.38002,9.9579,0.0997,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.4100|CMAGINS=18.3181|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0642|KREFMAG=11.5530|KREFERR=0.0146|COMMENT = AVERAGED,0,1.475,Z,18.3181,20.0642,,NSV 14311,AAVSO,STD,,,,
2460670.38043,10.1562,0.0870,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9792|CMAGINS=19.0220|CREFMAG=11.1990|CREFERR=0.0114|KMAGINS=20.6823|KREFMAG=12.9430|KREFERR=0.0200|COMMENT = AVERAGED,0,1.478,Z,19.0220,20.6823,,NSV 14311,AAVSO,STD,,,,
2460670.38085,10.2437,0.1084,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6555|CMAGINS=18.2778|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0465|KREFMAG=11.5530|KREFERR=0.0146|COMMENT = AVERAGED,0,1.481,Z,18.2778,20.0465,,NSV 14311,AAVSO,STD,,,,
2460670.38126,10.1899,0.0630,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0171|CMAGINS=19.0261|CREFMAG=11.1990|CREFERR=0.0115|KMAGINS=20.7276|KREFMAG=12.9430|KREFERR=0.0204|COMMENT = AVERAGED,0,1.483,Z,19.0261,20.7276,,NSV 14311,AAVSO,STD,,,,
2460670.38167,10.2446,0.0815,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6519|CMAGINS=18.2733|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=19.9997|KREFMAG=11.5530|KREFERR=0.0143|COMMENT = AVERAGED,0,1.486,Z,18.2733,19.9997,,NSV 14311,AAVSO,STD,,,,
2460670.38209,10.2167,0.0772,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0470|CMAGINS=19.0293|CREFMAG=11.1990|CREFERR=0.0115|KMAGINS=20.6929|KREFMAG=12.9430|KREFERR=0.0201|COMMENT = AVERAGED,0,1.489,Z,19.0293,20.6929,,NSV 14311,AAVSO,STD,,,,
2460670.38250,10.2059,0.0970,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6494|CMAGINS=18.3095|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0277|KREFMAG=11.5530|KREFERR=0.0143|COMMENT = AVERAGED,0,1.492,Z,18.3095,20.0277,,NSV 14311,AAVSO,STD,,,,
2460670.38291,10.2030,0.0696,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0236|CMAGINS=19.0196|CREFMAG=11.1990|CREFERR=0.0115|KMAGINS=20.7385|KREFMAG=12.9430|KREFERR=0.0205|COMMENT = AVERAGED,0,1.495,Z,19.0196,20.7385,,NSV 14311,AAVSO,STD,,,,
2460670.38332,10.3084,0.1052,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.7319|CMAGINS=18.2895|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0521|KREFMAG=11.5530|KREFERR=0.0146|COMMENT = AVERAGED,0,1.498,Z,18.2895,20.0521,,NSV 14311,AAVSO,STD,,,,
2460670.38372,10.1183,0.0641,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9468|CMAGINS=19.0275|CREFMAG=11.1990|CREFERR=0.0115|KMAGINS=20.6985|KREFMAG=12.9430|KREFERR=0.0203|COMMENT = AVERAGED,0,1.500,Z,19.0275,20.6985,,NSV 14311,AAVSO,STD,,,,
2460670.38413,10.0244,0.0721,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.4462|CMAGINS=18.2879|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0320|KREFMAG=11.5530|KREFERR=0.0144|COMMENT = AVERAGED,0,1.503,Z,18.2879,20.0320,,NSV 14311,AAVSO,STD,,,,
2460670.38454,10.2002,0.0454,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0203|CMAGINS=19.0192|CREFMAG=11.1990|CREFERR=0.0114|KMAGINS=20.6927|KREFMAG=12.9430|KREFERR=0.0202|COMMENT = AVERAGED,0,1.506,Z,19.0192,20.6927,,NSV 14311,AAVSO,STD,,,,
2460670.38494,10.2535,0.0944,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6917|CMAGINS=18.3043|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0124|KREFMAG=11.5530|KREFERR=0.0144|COMMENT = AVERAGED,0,1.509,Z,18.3043,20.0124,,NSV 14311,AAVSO,STD,,,,
2460670.38535,10.0748,0.0434,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9270|CMAGINS=19.0512|CREFMAG=11.1990|CREFERR=0.0116|KMAGINS=20.6978|KREFMAG=12.9430|KREFERR=0.0203|COMMENT = AVERAGED,0,1.512,Z,19.0512,20.6978,,NSV 14311,AAVSO,STD,,,,
2460670.38576,10.2046,0.0835,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6307|CMAGINS=18.2921|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0392|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.515,Z,18.2921,20.0392,,NSV 14311,AAVSO,STD,,,,
2460670.38617,10.0248,0.0818,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.8770|CMAGINS=19.0512|CREFMAG=11.1990|CREFERR=0.0116|KMAGINS=20.7443|KREFMAG=12.9430|KREFERR=0.0207|COMMENT = AVERAGED,0,1.518,Z,19.0512,20.7443,,NSV 14311,AAVSO,STD,,,,
2460670.38658,10.1675,0.0915,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6024|CMAGINS=18.3009|CREFMAG=9.8660|CREFERR=0.0081|KMAGINS=20.0161|KREFMAG=11.5530|KREFERR=0.0144|COMMENT = AVERAGED,0,1.521,Z,18.3009,20.0161,,NSV 14311,AAVSO,STD,,,,
2460670.38699,10.1070,0.0483,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9479|CMAGINS=19.0399|CREFMAG=11.1990|CREFERR=0.0115|KMAGINS=20.7229|KREFMAG=12.9430|KREFERR=0.0206|COMMENT = AVERAGED,0,1.524,Z,19.0399,20.7229,,NSV 14311,AAVSO,STD,,,,
2460670.38740,10.1459,0.1048,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6136|CMAGINS=18.3337|CREFMAG=9.8660|CREFERR=0.0083|KMAGINS=20.0306|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.527,Z,18.3337,20.0306,,NSV 14311,AAVSO,STD,,,,
2460670.38781,10.1657,0.0524,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9876|CMAGINS=19.0210|CREFMAG=11.1990|CREFERR=0.0114|KMAGINS=20.7318|KREFMAG=12.9430|KREFERR=0.0206|COMMENT = AVERAGED,0,1.530,Z,19.0210,20.7318,,NSV 14311,AAVSO,STD,,,,
2460670.38821,10.1289,0.0899,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5868|CMAGINS=18.3239|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0582|KREFMAG=11.5530|KREFERR=0.0147|COMMENT = AVERAGED,0,1.533,Z,18.3239,20.0582,,NSV 14311,AAVSO,STD,,,,
2460670.38862,10.0581,0.0512,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.8928|CMAGINS=19.0337|CREFMAG=11.1990|CREFERR=0.0115|KMAGINS=20.7332|KREFMAG=12.9430|KREFERR=0.0207|COMMENT = AVERAGED,0,1.536,Z,19.0337,20.7332,,NSV 14311,AAVSO,STD,,,,
2460670.38903,10.1905,0.0890,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6347|CMAGINS=18.3101|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0335|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.539,Z,18.3101,20.0335,,NSV 14311,AAVSO,STD,,,,
